id,tipo_operacion,fecha,monto_original,moneda_original,tipo_cambio,monto_uyu,monto_usd,total_pesificado,total_dolarizado,area,localidad,descripcion,cliente,proveedor
e0c5d67f-0293-4639-93a2-12d81d974a09,RETIRO,2024-01-16,118986.00,UYU,39.3000,118986.00,3027.63,237971.86,6055.26,,MERCEDES,Retiro socios - January 2024,,
83335906-8ade-49eb-b7b3-a7acd44a079e,GASTO,2024-01-17,731.47,UYU,40.1600,731.47,18.21,731.47,18.21,Notarial,MONTEVIDEO,Pago servicios - January 2024,,Cafetería Central
ce40b3be-8ed7-4b8b-b99a-99bc1c2b5908,DISTRIBUCION,2024-01-17,1459.51,UYU,40.1600,1459.51,21.41,2319.34,57.75,,MONTEVIDEO,Distribución de utilidades,,
deba1ce5-01de-4863-b799-b0bcb9606f21,INGRESO,2024-01-17,2996.83,UYU,40.1600,2996.83,74.62,2996.83,74.62,Recuperación,MONTEVIDEO,Servicio profesional - January 2024,Century 21,
fbb4778c-9125-4663-854d-224f707d1a68,INGRESO,2024-01-17,1929.15,UYU,40.1600,1929.15,48.04,1929.15,48.04,Contable,MONTEVIDEO,Servicio profesional - January 2024,Ana Martínez,
6785e349-44c3-405d-993b-708183b8a404,GASTO,2024-01-18,1218.60,UYU,39.3400,1218.60,30.98,1218.60,30.98,Contable,MERCEDES,Pago servicios - January 2024,,Mudanzas Express
7e95d704-1d22-44f9-8d98-73af3b597b09,GASTO,2024-01-18,1439.09,UYU,39.3400,1439.09,36.58,1439.09,36.58,Otros Gastos,MONTEVIDEO,Pago servicios - January 2024,,Vigilancia Privada
3c2a7e93-0515-4f9d-9f44-21ce23501f2a,GASTO,2024-01-19,117.54,UYU,40.0800,117.54,2.93,117.54,2.93,Contable,MERCEDES,Pago servicios - January 2024,,Alquiler Oficina
728e3372-e363-41ea-a41c-37d7659f9b16,RETIRO,2024-01-19,58275.00,UYU,40.0800,58275.00,680.00,85529.40,2133.97,,MONTEVIDEO,Retiro socios - January 2024,,
ab7476a6-8c9e-4bde-9898-a5a34d48f041,RETIRO,2024-01-19,42268.00,UYU,40.0800,42268.00,1054.59,84535.97,2109.18,,MERCEDES,Retiro socios - January 2024,,
d49a5ab6-50c4-4adf-be4e-f8c2f00f22cb,GASTO,2024-01-19,1477.64,UYU,40.0800,1477.64,36.87,1477.64,36.87,Recuperación,MERCEDES,Pago servicios - January 2024,,Escribano Rodríguez
f564968e-f129-44e9-b312-e3f5b20362d1,INGRESO,2024-01-19,2343.73,USD,40.0800,93936.70,2343.73,93936.70,2343.73,Jurídica,MONTEVIDEO,Servicio profesional - January 2024,Farmacia Nueva,
10e72210-9e20-4fa8-a67f-b885f2b88f1c,GASTO,2024-01-20,708.60,UYU,39.8000,708.60,17.80,708.60,17.80,Notarial,MERCEDES,Pago servicios - January 2024,,OSE
212888c3-1162-433c-888b-3a6231462735,RETIRO,2024-01-20,71266.00,UYU,39.8000,71266.00,1790.60,142531.88,3581.20,,MERCEDES,Retiro socios - January 2024,,
31b78088-8740-4d73-9901-19f08787a144,DISTRIBUCION,2024-01-20,4710.18,UYU,39.8000,4710.18,94.58,8474.46,212.93,,MONTEVIDEO,Distribución de utilidades,,
55815695-6c60-48fb-976a-7c56815a6155,DISTRIBUCION,2024-01-20,4526.29,UYU,39.8000,4526.29,92.36,8202.22,206.09,,MONTEVIDEO,Distribución de utilidades,,
0f949b38-a2a8-43d9-aa56-820ba78bd2be,RETIRO,2024-01-21,78148.00,UYU,40.0000,78148.00,2397.00,174028.00,4350.70,,MONTEVIDEO,Retiro socios - January 2024,,
2e4878ef-b613-4a7a-aa88-d884d50d941c,GASTO,2024-01-21,735.45,USD,40.0000,29418.00,735.45,29418.00,735.45,Jurídica,MONTEVIDEO,Pago servicios - January 2024,,Escribano Rodríguez
4f6ba14a-74a6-44cb-9e80-f3626e0ac737,GASTO,2024-01-21,673.38,USD,40.0000,26935.20,673.38,26935.20,673.38,Otros Gastos,MERCEDES,Pago servicios - January 2024,,Restaurant Ejecutivo
5cbe5fce-5fac-4775-ab98-1e5fb7745a8e,GASTO,2024-01-21,1200.70,UYU,40.0000,1200.70,30.02,1200.70,30.02,Contable,MONTEVIDEO,Pago servicios - January 2024,,Seguridad Total
2c49b0ca-6ef7-438a-a3f5-c62d91550fc7,DISTRIBUCION,2024-01-22,4754.26,UYU,40.1500,4754.26,64.33,7337.11,182.74,,MONTEVIDEO,Distribución de utilidades,,
46f4271e-1928-4b77-b282-00b72b6a9bbb,RETIRO,2024-01-22,2157.00,USD,40.1500,86603.55,2157.00,173207.10,4314.00,,MONTEVIDEO,Retiro socios - January 2024,,
4b610574-9328-42f2-bb36-5e5d8af1b71a,GASTO,2024-01-22,1425.80,UYU,40.1500,1425.80,35.51,1425.80,35.51,Recuperación,MONTEVIDEO,Pago servicios - January 2024,,Mantenimiento IT
e0bed710-fb1e-4a91-a363-449523f14d3e,RETIRO,2024-01-22,60247.00,UYU,40.1500,60247.00,1500.55,120494.08,3001.10,,MONTEVIDEO,Retiro socios - January 2024,,
205aae63-e07a-46ab-9b31-e0ec5f72d69c,GASTO,2024-01-23,293.67,USD,39.3000,11541.23,293.67,11541.23,293.67,Otros Gastos,MERCEDES,Pago servicios - January 2024,,Contador Pérez
5602cb80-a8f0-489e-9054-28fafd07e5b5,GASTO,2024-01-23,1630.63,UYU,39.3000,1630.63,41.49,1630.63,41.49,Otros Gastos,MONTEVIDEO,Pago servicios - January 2024,,Intendencia de Montevideo
8a6a5cf6-e02c-4914-938a-a2059ffb7685,INGRESO,2024-01-23,1964.17,UYU,39.3000,1964.17,49.98,1964.17,49.98,Recuperación,MERCEDES,Servicio profesional - January 2024,Constructora Silva SA,
ffdc2767-ff10-43da-aee7-ee25e6862b81,GASTO,2024-01-23,742.11,UYU,39.3000,742.11,18.88,742.11,18.88,Jurídica,MERCEDES,Pago servicios - January 2024,,Securitas
325f92ad-22e1-4aab-8e9a-e1396fa3427e,DISTRIBUCION,2024-01-24,4714.79,UYU,39.6200,4714.79,41.38,6354.27,160.38,,MONTEVIDEO,Distribución de utilidades,,
7b538c50-cd80-4127-b654-070a54346fc1,INGRESO,2024-01-24,4550.44,USD,39.6200,180288.43,4550.44,180288.43,4550.44,Recuperación,MONTEVIDEO,Servicio profesional - January 2024,Inmobiliaria Costa,
7c56ae4a-464c-4188-ad26-97ade8cddbda,RETIRO,2024-01-24,58885.00,UYU,39.6200,58885.00,1486.24,117769.83,2972.48,,MONTEVIDEO,Retiro socios - January 2024,,
8ceaed7b-108a-4d21-8881-120665fffd99,RETIRO,2024-01-25,58622.00,UYU,39.9800,58622.00,1305.00,110795.90,2771.28,,MONTEVIDEO,Retiro socios - January 2024,,
ba482acb-5fa6-4b3b-af21-b62ef9fe0745,RETIRO,2024-01-25,26382.00,UYU,39.9800,26382.00,659.88,52764.00,1319.76,,MONTEVIDEO,Retiro socios - January 2024,,
d68372e5-35cc-45b2-9b4e-f5aca5aed22f,GASTO,2024-01-25,184.64,UYU,39.9800,184.64,4.62,184.64,4.62,Jurídica,MONTEVIDEO,Pago servicios - January 2024,,Reparación PC
208f3c28-024b-49fe-bc12-273d4c936595,RETIRO,2024-01-26,72493.00,UYU,39.8800,72493.00,2639.00,177736.32,4456.78,,MONTEVIDEO,Retiro socios - January 2024,,
6dd4211d-cece-41e8-86a9-ec419f22c828,DISTRIBUCION,2024-01-26,1287.70,UYU,39.8800,1287.70,27.67,2391.18,59.96,,MONTEVIDEO,Distribución de utilidades,,
99f2a502-756c-419d-a257-ed0149c8f446,DISTRIBUCION,2024-01-26,1990.94,UYU,39.8800,1990.94,73.02,4902.98,122.94,,MONTEVIDEO,Distribución de utilidades,,
25d94410-5f05-484d-8423-680e4beef946,GASTO,2024-01-27,123.43,UYU,39.9700,123.43,3.09,123.43,3.09,Contable,MONTEVIDEO,Pago servicios - January 2024,,OSE
977c2496-d8fe-4fc3-b26b-b414a2a2e2bc,GASTO,2024-01-27,1189.83,UYU,39.9700,1189.83,29.77,1189.83,29.77,Recuperación,MONTEVIDEO,Pago servicios - January 2024,,OSE
a8a1f73c-574d-47bc-941c-b62d040e71e4,DISTRIBUCION,2024-01-27,3493.06,UYU,39.9700,3493.06,74.02,6451.64,161.41,,MONTEVIDEO,Distribución de utilidades,,
fcbaa944-e1c8-4479-883e-fb395e949f88,GASTO,2024-01-27,1635.12,UYU,39.9700,1635.12,40.91,1635.12,40.91,Jurídica,MERCEDES,Pago servicios - January 2024,,Alquiler Oficina
47f0c9f3-4c71-47b4-bb8b-d30b40bbc5f6,GASTO,2024-01-28,1538.63,UYU,39.9300,1538.63,38.53,1538.63,38.53,Recuperación,MONTEVIDEO,Pago servicios - January 2024,,Reparación PC
6844aff0-73dd-4705-9956-6ccc43d80abb,INGRESO,2024-01-28,2845.35,USD,39.9300,113614.83,2845.35,113614.83,2845.35,Recuperación,MERCEDES,Servicio profesional - January 2024,Comercio López Hnos,
91571d01-7aaf-46b5-a7f7-b359e1b45ab7,DISTRIBUCION,2024-01-28,4127.99,UYU,39.9300,4127.99,87.57,7624.66,190.95,,MONTEVIDEO,Distribución de utilidades,,
b56e1684-1fd0-424a-aaf7-f563cd7f2373,RETIRO,2024-01-28,49393.00,UYU,39.9300,49393.00,1132.00,94593.76,2368.99,,MERCEDES,Retiro socios - January 2024,,
a2a112f8-b608-409b-9575-ebf056110414,INGRESO,2024-01-29,1226.83,USD,39.4200,48361.64,1226.83,48361.64,1226.83,Jurídica,MONTEVIDEO,Servicio profesional - January 2024,Farmacia Nueva,
d53f425b-f4fb-49e0-8ceb-de56900ba9e4,GASTO,2024-01-29,1819.93,UYU,39.4200,1819.93,46.17,1819.93,46.17,Contable,MERCEDES,Pago servicios - January 2024,,Taxi Company
090e199d-3b3d-45df-8f58-4555aa4bbb0d,GASTO,2024-01-30,84.88,USD,40.1800,3410.48,84.88,3410.48,84.88,Recuperación,MERCEDES,Pago servicios - January 2024,,Soporte Técnico 24/7
182f9756-e910-49cc-8000-714f3a995125,DISTRIBUCION,2024-01-30,4759.29,UYU,40.1800,4759.29,32.49,6064.74,150.94,,MONTEVIDEO,Distribución de utilidades,,
55e31d79-b0b4-46dd-a14f-207684e2b575,RETIRO,2024-01-30,49992.00,UYU,40.1800,49992.00,1244.20,99983.96,2488.40,,MERCEDES,Retiro socios - January 2024,,
764c518b-a212-4efa-89e6-43eca5eeb389,GASTO,2024-01-30,1636.00,UYU,40.1800,1636.00,40.72,1636.00,40.72,Recuperación,MERCEDES,Pago servicios - January 2024,,Imprenta Nacional
075e60d8-496d-4357-bc82-cc4d1f0e5442,INGRESO,2024-01-31,1637.96,UYU,39.9900,1637.96,40.96,1637.96,40.96,Contable,MONTEVIDEO,Servicio profesional - January 2024,Propiedades del Centro,
688d481d-c14c-4904-ad57-4b9e4e1278e8,RETIRO,2024-01-31,52798.00,UYU,39.9900,52798.00,1144.00,98546.56,2464.28,,MONTEVIDEO,Retiro socios - January 2024,,
b6de99ce-d30a-4623-a5c0-55e7a2bb50e5,INGRESO,2024-01-31,1446.38,UYU,39.9900,1446.38,36.17,1446.38,36.17,Recuperación,MONTEVIDEO,Servicio profesional - January 2024,Empresa ABC,
b95129a2-0c18-4013-b59a-c4b13f470973,DISTRIBUCION,2024-01-31,4583.50,UYU,39.9900,4583.50,50.14,6588.60,164.76,,MERCEDES,Distribución de utilidades,,
0da258ef-0849-449e-a06d-c0eefca8793d,INGRESO,2024-02-01,2451.01,UYU,39.4900,2451.01,62.07,2451.01,62.07,Jurídica,MONTEVIDEO,Servicio profesional - February 2024,Farmacia Nueva,
23623797-d3a6-47d0-ba38-26b2eb33ae22,INGRESO,2024-02-01,1854.87,UYU,39.4900,1854.87,46.97,1854.87,46.97,Jurídica,MONTEVIDEO,Servicio profesional - February 2024,Ferretería Industrial,
35fb6f05-6c2c-4ef9-8763-2430b172ecac,GASTO,2024-02-01,719.91,UYU,39.4900,719.91,18.23,719.91,18.23,Contable,MONTEVIDEO,Pago servicios - February 2024,,G4S
2cd3403e-8661-4de1-9727-7741edfe9e16,INGRESO,2024-02-02,1067.58,USD,39.4500,42116.03,1067.58,42116.03,1067.58,Jurídica,MERCEDES,Servicio profesional - February 2024,Industrias Reunidas,
46b5bd36-e8f0-42e8-ae76-2820ebb07b38,GASTO,2024-02-02,993.05,UYU,39.4500,993.05,25.17,993.05,25.17,Otros Gastos,MERCEDES,Pago servicios - February 2024,,Taxi Company
c4d79967-af0f-4480-97ac-8c52bb14aef2,GASTO,2024-02-02,1560.59,UYU,39.4500,1560.59,39.56,1560.59,39.56,Notarial,MERCEDES,Pago servicios - February 2024,,Papelería Central
f2aaff2d-0387-4799-aad1-1106302accf5,INGRESO,2024-02-02,4456.86,UYU,39.4500,4456.86,112.97,4456.86,112.97,Notarial,MONTEVIDEO,Servicio profesional - February 2024,Inmobiliaria Costa,
0a7fe0a0-1c81-4866-be83-2557682a4be6,GASTO,2024-02-03,357.35,UYU,39.9000,357.35,8.96,357.35,8.96,Contable,MONTEVIDEO,Pago servicios - February 2024,,Intendencia de Montevideo
9a8fcd7e-1256-41f0-ba4f-783783927dc1,INGRESO,2024-02-03,3686.26,UYU,39.9000,3686.26,92.39,3686.26,92.39,Contable,MERCEDES,Servicio profesional - February 2024,Supermercado El Dorado,
eb0143e8-d66e-4221-a2cc-3ee24e2429e8,GASTO,2024-02-03,1958.78,USD,39.9000,78155.32,1958.78,78155.32,1958.78,Otros Gastos,MONTEVIDEO,Pago servicios - February 2024,,Securitas
3f24c450-5468-444d-b225-afcc771e805e,DISTRIBUCION,2024-02-04,3493.68,UYU,39.4500,3493.68,28.18,4605.38,116.74,,MONTEVIDEO,Distribución de utilidades,,
6d9c09a9-29a7-4702-8518-2cfe0636b53f,RETIRO,2024-02-04,23229.00,UYU,39.4500,23229.00,1708.00,90609.60,2296.82,,MERCEDES,Retiro socios - February 2024,,
73b49954-ffde-467c-b07d-0eaadfb54aa7,RETIRO,2024-02-04,116288.00,UYU,39.4500,116288.00,821.00,148676.45,3768.73,,MERCEDES,Retiro socios - February 2024,,
8d68ef87-0443-4cd3-abfe-1537912fd5ae,RETIRO,2024-02-04,57413.00,UYU,39.4500,57413.00,1455.34,114826.16,2910.68,,MONTEVIDEO,Retiro socios - February 2024,,
9041799f-ba19-440d-8d48-272bc2a23e45,INGRESO,2024-02-04,3627.04,UYU,39.4500,3627.04,91.94,3627.04,91.94,Recuperación,MERCEDES,Servicio profesional - February 2024,Estudio Jurídico González,
25bacb98-b36e-45cf-b39c-6ad0c21e5c39,INGRESO,2024-02-05,2036.11,UYU,39.6800,2036.11,51.31,2036.11,51.31,Notarial,MONTEVIDEO,Servicio profesional - February 2024,Industrias Reunidas,
20527342-da33-40bc-8452-faf3449f469a,DISTRIBUCION,2024-02-06,3065.56,UYU,40.2400,3065.56,64.29,5652.59,140.47,,MERCEDES,Distribución de utilidades,,
47308ebf-6e89-416c-9921-51bf69cecf0e,GASTO,2024-02-06,983.18,UYU,40.2400,983.18,24.43,983.18,24.43,Recuperación,MERCEDES,Pago servicios - February 2024,,Limpieza Express
c6535556-8cb7-4613-948d-40697925a99d,DISTRIBUCION,2024-02-06,4598.84,UYU,40.2400,4598.84,73.89,7572.17,188.18,,MERCEDES,Distribución de utilidades,,
5aec8a2c-7e0b-4822-bcd7-44649cf1138f,INGRESO,2024-02-07,779.17,UYU,40.0300,779.17,19.46,779.17,19.46,Contable,MONTEVIDEO,Servicio profesional - February 2024,Distribuidora Central,
705c789c-eb24-477d-8300-74f7fcc9187f,INGRESO,2024-02-07,653.15,UYU,40.0300,653.15,16.32,653.15,16.32,Recuperación,MONTEVIDEO,Servicio profesional - February 2024,Distribuidora Central,
